MS-DRG ,Surg DRG,Reimbursement Type,Case Rate LOS,Addt'l Per Diem,MS-DRG Title,Relative Weights,Geometric Mean LOS,Arithmetic Mean LOS,Medicare,Aetna Medicare 100% Medicare,Blue Access,Blue Access Choice,Blue Preferred,Blue Pathway,Blue Pathway X,Blue Traditional,Cigna,Care Improvement Plus (UHC Medicare)  Medicare Rate per Matrix,Health Scope 110% of Medicare Rate per Matrix,"UHC
Commercial",Consociate Heatlh 130% Medicare (2021) Rates,MO State Avg Chgs (4% Increase),MO State Avg Pay (4% Increase),National Avg Chgs (4% Increase),National Avg Pay (4% Increase)
100,,,,,SEIZURES W MCC,1.9158,4.5,6.2,13762.3792,13762.3792,12569.5638,11305.1358,11305.1358,11305.1358,11305.1358,12569.5638,22922.547,13762.3792,15138.61712,21548.9184,17891.09295,50172.45713,11978.61813,63509.05241,14117.99928
101,,,,,SEIZURES W/O MCC,0.8944,2.7,3.4,6425.029728,6425.029728,5868.1584,5277.8544,5277.8544,5277.8544,5277.8544,5868.1584,10701.496,6425.029728,7067.532701,10060.2112,8352.538646,27845.46568,6320.00178,34596.84902,7497.526805
102,,,,,HEADACHES W MCC,1.2594,3.2,4.4,9047.051028,9047.051028,8262.9234,7431.7194,7431.7194,7431.7194,7431.7194,8262.9234,15068.721,9047.051028,9951.756131,14165.7312,11761.16634,33772.34449,7404.396735,46104.20816,9556.633172
103,,,,,HEADACHES W/O MCC,0.8035,2.4,3,5772.03867,5772.03867,5271.7635,4741.4535,4741.4535,4741.4535,4741.4535,5271.7635,9613.8775,5772.03867,6349.242537,9037.768,7503.650271,29395.68666,6190.083466,33091.0252,7041.39721
113,Surgery,,,,ORBITAL PROCEDURES W CC/MCC,2.1771,4.3,6,15639.4591,15639.4591,14283.9531,12847.0671,12847.0671,12847.0671,12847.0671,14283.9531,26049.0015,15639.4591,17203.40501,24488.0208,20331.29683,,,89067.8081,21741.10664
114,Surgery,,,,ORBITAL PROCEDURES W/O CC/MCC,1.2505,2.2,2.8,8983.11681,8983.11681,8204.5305,7379.2005,7379.2005,7379.2005,7379.2005,8204.5305,14962.2325,8983.11681,9881.428491,14065.624,11678.05185,,,52419.74834,13624.715
115,Surgery,,,,EXTRAOCULAR PROCEDURES EXCEPT ORBIT,1.4797,3.6,4.7,10629.60251,10629.60251,9708.3117,8731.7097,8731.7097,8731.7097,8731.7097,9708.3117,17704.6105,10629.60251,11692.56277,16643.6656,13818.48327,43836.14857,10720.09714,62987.51131,14618.09123
116,Surgery,,,,INTRAOCULAR PROCEDURES W CC/MCC,1.9433,4.1,6.2,13959.92875,13959.92875,12749.9913,11467.4133,11467.4133,11467.4133,11467.4133,12749.9913,23251.5845,13959.92875,15355.92162,21858.2384,18147.90737,63514.97455,13748.23273,76281.42464,16439.72609
117,Surgery,,,,INTRAOCULAR PROCEDURES W/O CC/MCC,1.0788,2.1,2.7,7749.689256,7749.689256,7078.0068,6365.9988,6365.9988,6365.9988,6365.9988,7078.0068,12907.842,7749.689256,8524.658182,12134.3424,10074.59603,,,47407.53424,12215.32816
121,,,,,ACUTE MAJOR EYE INFECTIONS W CC/MCC,1.2988,4.4,5.8,9330.085656,9330.085656,8521.4268,7664.2188,7664.2188,7664.2188,7664.2188,8521.4268,15540.142,9330.085656,10263.09422,14608.9024,12129.11135,36213.32,6995.82,43785.36363,10777.20817
122,,,,,ACUTE MAJOR EYE INFECTIONS W/O CC/MCC,0.7528,3.3,4.2,5407.829136,5407.829136,4939.1208,4442.2728,4442.2728,4442.2728,4442.2728,4939.1208,9007.252,5407.829136,5948.61205,8467.4944,7030.177877,,,26503.48048,8012.223415
123,,,,,NEUROLOGICAL EYE DISORDERS,0.7791,2.1,2.7,5596.758342,5596.758342,5111.6751,4597.4691,4597.4691,4597.4691,4597.4691,5111.6751,9321.9315,5596.758342,6156.434176,8763.3168,7275.785845,35428.29334,6172.072592,36106.22533,7011.036431
124,,,,,OTHER DISORDERS OF THE EYE W MCC,1.5004,4.2,5.8,10778.30345,10778.30345,9844.1244,8853.8604,8853.8604,8853.8604,8853.8604,9844.1244,17952.286,10778.30345,11856.13379,16876.4992,14011.79448,47394.21819,9976.2,49944.45282,11481.73599
125,,,,,OTHER DISORDERS OF THE EYE W/O MCC,0.8062,2.5,3.2,5791.434444,5791.434444,5289.4782,4757.3862,4757.3862,4757.3862,4757.3862,5289.4782,9646.183,5791.434444,6370.577888,9068.1376,7528.864777,30035.15273,5719.527273,30806.59204,7200.166588
129,Surgery,,,,MAJOR HEAD & NECK PROCEDURES W CC/MCC OR MAJOR DEVICE,2.7274,4.6,6.2,19592.60519,19592.60519,17894.4714,16094.3874,16094.3874,16094.3874,16094.3874,17894.4714,32633.341,19592.60519,21551.86571,30677.7952,25470.38674,72353.69655,17753.32,101191.3157,23492.88459
130,Surgery,,,,MAJOR HEAD & NECK PROCEDURES W/O CC/MCC,1.5186,2.3,3,10909.04533,10909.04533,9963.5346,8961.2586,8961.2586,8961.2586,8961.2586,9963.5346,18170.049,10909.04533,11999.94987,17081.2128,14181.75893,43544.19789,11204.63158,66673.33981,14599.72666
131,Surgery,,,,CRANIAL/FACIAL PROCEDURES W CC/MCC,2.7197,4.1,5.7,19537.29131,19537.29131,17843.9517,16048.9497,16048.9497,16048.9497,16048.9497,17843.9517,32541.2105,19537.29131,21491.02045,30591.1856,25398.47871,96315.44,20229.96114,110714.382,25314.04456
132,Surgery,,,,CRANIAL/FACIAL PROCEDURES W/O CC/MCC,1.6849,2,2.6,12103.68134,12103.68134,11054.6289,9942.5949,9942.5949,9942.5949,9942.5949,11054.6289,20159.8285,12103.68134,13314.04947,18951.7552,15734.78574,,,69173.1682,15368.27789
133,Surgery,,,,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W CC/MCC",2.2931,4.2,6.4,16472.75902,16472.75902,15045.0291,13531.5831,13531.5831,13531.5831,13531.5831,15045.0291,27436.9415,16472.75902,18120.03492,25792.7888,21414.58673,65187.50876,14977.77126,86487.9121,19931.34217
134,Surgery,,,,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W/O CC/MCC",1.2452,2,2.5,8945.043624,8945.043624,8169.7572,7347.9252,7347.9252,7347.9252,7347.9252,8169.7572,14898.818,8945.043624,9839.547986,14006.0096,11628.55671,45764.64941,8991.472941,51726.92183,10859.10898
135,Surgery,,,,SINUS & MASTOID PROCEDURES W CC/MCC,2.3573,4.4,6.4,16933.94743,16933.94743,15466.2453,13910.4273,13910.4273,13910.4273,13910.4273,15466.2453,28205.0945,16933.94743,18627.34217,26514.9104,22014.13165,,,95545.22865,22297.71946
136,Surgery,,,,SINUS & MASTOID PROCEDURES W/O CC/MCC,1.29,1.9,2.6,9266.8698,9266.8698,8463.69,7612.29,7612.29,7612.29,7612.29,8463.69,15434.85,9266.8698,10193.55678,14509.92,12046.93074,,,54873.56622,13023.27289
137,Surgery,,,,MOUTH PROCEDURES W CC/MCC,1.3728,3.8,4.9,9861.673536,9861.673536,9006.9408,8100.8928,8100.8928,8100.8928,8100.8928,9006.9408,16425.552,9861.673536,10847.84089,15441.2544,12820.1756,29572.64,10919.08001,51113.95232,12548.93762
138,Surgery,,,,MOUTH PROCEDURES W/O CC/MCC,0.8837,2.2,2.7,6348.164994,6348.164994,5797.9557,5214.7137,5214.7137,5214.7137,5214.7137,5797.9557,10573.4705,6348.164994,6982.981493,9939.8576,8252.614492,,,37364.1422,8423.55713
139,Surgery,,,,SALIVARY GLAND PROCEDURES,1.2299,2.3,3.3,8835.134238,8835.134238,8069.3739,7257.6399,7257.6399,7257.6399,7257.6399,8069.3739,14715.7535,8835.134238,9718.647662,13833.9152,11485.67451,,,55036.63512,10847.58894
146,,,,,"EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",2.1012,5.7,7.9,15094.22234,15094.22234,13785.9732,12399.1812,12399.1812,12399.1812,12399.1812,13785.9732,25140.858,15094.22234,16603.64458,23634.2976,19622.48905,60278.44952,15906.00762,71138.32637,18295.30607
147,,,,,"EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC",1.34,4.1,5.7,9626.0508,9626.0508,8791.74,7907.34,7907.34,7907.34,7907.34,8791.74,16033.1,9626.0508,10588.65588,15072.32,12513.86604,37726.72348,8794.692174,46771.01031,11638.41041
148,,,,,"EAR, NOSE, MOUTH & THROAT MALIGNANCY W/O CC/MCC",0.8102,2.4,3.1,5820.168924,5820.168924,5315.7222,4780.9902,4780.9902,4780.9902,4780.9902,5315.7222,9694.043,5820.168924,6402.185816,9113.1296,7566.219601,,,32518.76613,7692.146129
149,,,,,DYSEQUILIBRIUM,0.7277,2,2.4,5227.520274,5227.520274,4774.4397,4294.1577,4294.1577,4294.1577,4294.1577,4774.4397,8706.9305,5227.520274,5750.272301,8185.1696,6795.776356,27776.54355,5062.907912,31086.99194,6069.570321
150,,,,,EPISTAXIS W MCC,1.3927,3.7,5,10004.62757,10004.62757,9137.5047,8218.3227,8218.3227,8218.3227,8218.3227,9137.5047,16663.6555,10004.62757,11005.09033,15665.0896,13006.01585,26949.39,9135.23,42841.53968,11093.23021
151,,,,,EPISTAXIS W/O MCC,0.7372,2.3,2.8,5295.764664,5295.764664,4836.7692,4350.2172,4350.2172,4350.2172,4350.2172,4836.7692,8820.598,5295.764664,5825.34113,8292.0256,6884.494063,18556.25532,5142.578723,23506.88354,6359.049304
152,,,,,OTITIS MEDIA & URI W MCC,1.0545,3.3,4.2,7575.12729,7575.12729,6918.5745,6222.6045,6222.6045,6222.6045,6222.6045,6918.5745,12617.0925,7575.12729,8332.640019,11861.016,9847.665477,26671.96435,7761.022609,36905.93484,9048.937455
153,,,,,OTITIS MEDIA & URI W/O MCC,0.723,2.4,2.9,5193.75726,5193.75726,4743.603,4266.423,4266.423,4266.423,4266.423,4743.603,8650.695,5193.75726,5713.132986,8132.304,6751.884438,22602.1982,5297.080721,25901.87728,6284.163988
154,,,,,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",1.4908,4.1,5.4,10709.3407,10709.3407,9781.1388,8797.2108,8797.2108,8797.2108,8797.2108,9781.1388,17837.422,10709.3407,11780.27477,16768.5184,13922.1429,37996.4,10197.67094,52034.51117,12487.51251
155,,,,,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W CC",0.9374,2.9,3.7,6733.925388,6733.925388,6150.2814,5531.5974,5531.5974,5531.5974,5531.5974,6150.2814,11215.991,6733.925388,7407.317927,10543.8752,8754.103004,28953.93913,6721.429566,34198.43897,7898.217751
156,,,,,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W/O CC/MCC",0.6605,2.2,2.6,4744.78101,4744.78101,4333.5405,3897.6105,3897.6105,3897.6105,3897.6105,4333.5405,7902.8825,4744.78101,5219.259111,7429.304,6168.215313,24612.59048,4797.272381,25976.09578,5955.833884
157,,,,,DENTAL & ORAL DISEASES W MCC,1.6564,4.4,6.1,11898.94817,11898.94817,10867.6404,9774.4164,9774.4164,9774.4164,9774.4164,10867.6404,19818.826,11898.94817,13088.84298,18631.1872,15468.63262,38130.9552,10701.1008,56800.54905,14145.05445
158,,,,,DENTAL & ORAL DISEASES W CC,0.9379,3,3.8,6737.517198,6737.517198,6153.5619,5534.5479,5534.5479,5534.5479,5534.5479,6153.5619,11221.9735,6737.517198,7411.268918,10549.4992,8758.772357,23189.74442,6459.453506,32724.5503,7956.955089
159,,,,,DENTAL & ORAL DISEASES W/O CC/MCC,0.6762,2.2,2.6,4857.563844,4857.563844,4436.5482,3990.2562,3990.2562,3990.2562,3990.2562,4436.5482,8090.733,4857.563844,5343.320228,7605.8976,6314.832997,19497.68364,4915.465455,26361.27213,6211.203934
163,Surgery,,,,MAJOR CHEST PROCEDURES W MCC,4.9824,9.6,12,35791.66829,35791.66829,32689.5264,29401.1424,29401.1424,29401.1424,29401.1424,32689.5264,59614.416,35791.66829,39370.83512,56042.0352,46529.16877,137547.3727,33522.69057,171271.9228,39081.18368
164,Surgery,,,,MAJOR CHEST PROCEDURES W CC,2.6939,5,6.1,19351.95392,19351.95392,17674.6779,15896.7039,15896.7039,15896.7039,15896.7039,17674.6779,32232.5135,19351.95392,21287.14931,30300.9872,25157.54009,82812.5648,17412.2,96967.86562,21232.01895
165,Surgery,,,,MAJOR CHEST PROCEDURES W/O CC/MCC,1.9032,2.8,3.4,13671.86558,13671.86558,12486.8952,11230.7832,11230.7832,11230.7832,11230.7832,12486.8952,22771.788,13671.86558,15039.05214,21407.1936,17773.42526,64771.057,12606.9775,74122.41159,15827.74837
166,Surgery,,,,OTHER RESP SYSTEM O.R. PROCEDURES W MCC,3.8272,8.1,10.4,27493.15046,27493.15046,25110.2592,22584.3072,22584.3072,22584.3072,22584.3072,25110.2592,45792.448,27493.15046,30242.46551,43048.3456,35741.0956,101079.4002,25225.4151,131391.8787,29516.15824
167,Surgery,,,,OTHER RESP SYSTEM O.R. PROCEDURES W CC,2.0755,4.4,5.7,14909.60331,14909.60331,13617.3555,12247.5255,12247.5255,12247.5255,12247.5255,13617.3555,24833.3575,14909.60331,16400.56364,23345.224,19382.4843,54936.88406,13041.79479,68617.39342,15089.84015
168,Surgery,,,,OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,1.3368,2.2,2.8,9603.063216,9603.063216,8770.7448,7888.4568,7888.4568,7888.4568,7888.4568,8770.7448,15994.812,9603.063216,10563.36954,15036.3264,12483.98218,43685.616,9241.024,51556.95298,11118.12144
175,,,,,PULMONARY EMBOLISM W MCC OR ACUTE COR PULMONALE,1.4455,4.1,5.1,10383.92271,10383.92271,9483.9255,8529.8955,8529.8955,8529.8955,8529.8955,9483.9255,17295.4075,10383.92271,11422.31498,16258.984,13499.09952,44776.38201,10453.1875,51077.96384,11571.31874
176,,,,,PULMONARY EMBOLISM W/O MCC,0.8661,2.7,3.3,6221.733282,6221.733282,5682.4821,5110.8561,5110.8561,5110.8561,5110.8561,5682.4821,10362.8865,6221.733282,6843.90661,9741.8928,8088.253267,27546.21714,6390.858776,32144.41598,7373.412289
177,,,,,RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,1.906,5.5,6.9,13691.97972,13691.97972,12505.266,11247.306,11247.306,11247.306,11247.306,12505.266,22805.29,13691.97972,15061.17769,21438.688,17799.57364,49907.30981,11941.04857,60310.1968,13846.30409
178,,,,,RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,1.3015,4.3,5.3,9349.48143,9349.48143,8539.1415,7680.1515,7680.1515,7680.1515,7680.1515,8539.1415,15572.4475,9349.48143,10284.42957,14639.272,12154.32586,33040.54692,8660.03799,41142.84913,10051.05307
179,,,,,RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,0.8707,3.1,3.8,6254.777934,6254.777934,5712.6627,5138.0007,5138.0007,5138.0007,5138.0007,5712.6627,10417.9255,6254.777934,6880.255727,9793.6336,8131.211314,20920.19062,6388.405432,29655.21887,7464.115152
180,,,,,RESPIRATORY NEOPLASMS W MCC,1.745,4.9,6.5,12535.4169,12535.4169,11448.945,10297.245,10297.245,10297.245,10297.245,11448.945,20878.925,12535.4169,13788.95859,19627.76,16296.04197,51424.81436,11712.77333,63359.59768,13998.70722
181,,,,,RESPIRATORY NEOPLASMS W CC,1.1911,3.5,4.6,8556.409782,8556.409782,7814.8071,7028.6811,7028.6811,7028.6811,7028.6811,7814.8071,14251.5115,8556.409782,9412.05076,13397.4928,11123.33272,34424.97117,8140.259706,44186.76283,9765.223467
182,,,,,RESPIRATORY NEOPLASMS W/O CC/MCC,0.8949,2.5,3.2,6428.621538,6428.621538,5871.4389,5280.8049,5280.8049,5280.8049,5280.8049,5871.4389,10707.4785,6428.621538,7071.483692,10065.8352,8357.207999,,,34707.08095,7148.217899
183,,,,,MAJOR CHEST TRAUMA W MCC,1.5008,4.3,5.4,10781.1769,10781.1769,9846.7488,8856.2208,8856.2208,8856.2208,8856.2208,9846.7488,17957.072,10781.1769,11859.29459,16880.9984,14015.52996,47823.1907,10973.78977,56394.34495,12946.7294
184,,,,,MAJOR CHEST TRAUMA W CC,1.0274,3.2,3.8,7380.451188,7380.451188,6740.7714,6062.6874,6062.6874,6062.6874,6062.6874,6740.7714,12292.841,7380.451188,8118.496307,11556.1952,9594.586544,37885.90589,7430.362353,40788.02557,9320.774356
185,,,,,MAJOR CHEST TRAUMA W/O CC/MCC,0.7357,2.4,2.8,5284.989234,5284.989234,4826.9277,4341.3657,4341.3657,4341.3657,4341.3657,4826.9277,8802.6505,5284.989234,5813.488157,8275.1536,6870.486004,29307.22213,5249.942128,29729.61449,7066.88411
186,,,,,PLEURAL EFFUSION W MCC,1.5812,4.6,5.9,11358.73994,11358.73994,10374.2532,9330.6612,9330.6612,9330.6612,9330.6612,10374.2532,18919.058,11358.73994,12494.61394,17785.3376,14766.36193,46440.49515,11152.81834,52199.90284,12031.24765
187,,,,,PLEURAL EFFUSION W CC,1.1154,3.3,4.2,8012.609748,8012.609748,7318.1394,6581.9754,6581.9754,6581.9754,6581.9754,7318.1394,13345.761,8012.609748,8813.870723,12546.0192,10416.39267,31668.15364,7783.371819,37514.53412,8536.801316
188,,,,,PLEURAL EFFUSION W/O CC/MCC,0.7437,2.4,3,5342.458194,5342.458194,4879.4157,4388.5737,4388.5737,4388.5737,4388.5737,4879.4157,8898.3705,5342.458194,5876.704013,8365.1376,6945.195652,21706.84534,5470.365334,27695.32086,6614.600148
189,,,,,PULMONARY EDEMA & RESPIRATORY FAILURE,1.213,3.6,4.6,8713.73106,8713.73106,7958.493,7157.913,7157.913,7157.913,7157.913,7958.493,14513.545,8713.73106,9585.104166,13643.824,11327.85038,36879.96419,8608.137943,41624.85753,9860.83035
190,,,,,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,1.1444,3.7,4.5,8220.934728,8220.934728,7508.4084,6753.1044,6753.1044,6753.1044,6753.1044,7508.4084,13692.746,8220.934728,9043.028201,12872.2112,10687.21515,32076.71166,7970.281703,38306.12708,8963.308074
191,,,,,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,0.9057,3,3.6,6506.204634,6506.204634,5942.2977,5344.5357,5344.5357,5344.5357,5344.5357,5942.2977,10836.7005,6506.204634,7156.825097,10187.3136,8458.066024,25072.69802,6411.99599,30818.24055,7315.867935
192,,,,,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,0.7121,2.4,2.9,5115.455802,5115.455802,4672.0881,4202.1021,4202.1021,4202.1021,4202.1021,4672.0881,8520.2765,5115.455802,5627.001382,8009.7008,6650.092543,19060.92915,5167.678405,24461.48622,5925.055921
193,,,,,SIMPLE PNEUMONIA & PLEURISY W MCC,1.344,4.3,5.2,9654.78528,9654.78528,8817.984,7930.944,7930.944,7930.944,7930.944,8817.984,16080.96,9654.78528,10620.26381,15117.312,12551.22086,35556.81797,9259.231074,44011.2712,10392.80303
194,,,,,SIMPLE PNEUMONIA & PLEURISY W CC,0.9301,3.2,3.9,6681.484962,6681.484962,6102.3861,5488.5201,5488.5201,5488.5201,5488.5201,6102.3861,11128.6465,6681.484962,7349.633458,10461.7648,8685.930451,25423.8333,6582.208186,30506.89363,7415.534949
195,,,,,SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,0.685,2.6,3,4920.7797,4920.7797,4494.285,4042.185,4042.185,4042.185,4042.185,4494.285,8196.025,4920.7797,5412.85767,7704.88,6397.01361,20102.82711,5085.818778,23687.48308,5764.114827
196,,,,,INTERSTITIAL LUNG DISEASE W MCC,1.6786,4.8,6.2,12058.42453,12058.42453,11013.2946,9905.4186,9905.4186,9905.4186,9905.4186,11013.2946,20084.449,12058.42453,13264.26699,18880.8928,15675.95189,44207.41206,11600.75979,55541.35869,13253.30788
197,,,,,INTERSTITIAL LUNG DISEASE W CC,1.0402,3.3,4,7472.401524,7472.401524,6824.7522,6138.2202,6138.2202,6138.2202,6138.2202,6824.7522,12445.993,7472.401524,8219.641676,11700.1696,9714.121981,28263.46305,7222.782373,36585.26048,8958.65156
198,,,,,INTERSTITIAL LUNG DISEASE W/O CC/MCC,0.7592,2.5,3,5453.804304,5453.804304,4981.1112,4480.0392,4480.0392,4480.0392,4480.0392,4981.1112,9083.828,5453.804304,5999.184734,8539.4816,7089.945595,18921.305,6544.655,27966.08787,7102.460328
199,,,,,PNEUMOTHORAX W MCC,1.8288,5.2,6.8,13137.40426,13137.40426,11998.7568,10791.7488,10791.7488,10791.7488,10791.7488,11998.7568,21881.592,13137.40426,14451.14468,20570.3424,17078.62553,58095.88731,12907.33376,62222.43659,14421.58629
200,,,,,PNEUMOTHORAX W CC,1.1407,3.5,4.4,8194.355334,8194.355334,7484.1327,6731.2707,6731.2707,6731.2707,6731.2707,7484.1327,13648.4755,8194.355334,9013.790867,12830.5936,10652.66193,34048.11129,7955.601613,39344.59811,9000.175459
201,,,,,PNEUMOTHORAX W/O CC/MCC,0.7438,2.4,3,5343.176556,5343.176556,4880.0718,4389.1638,4389.1638,4389.1638,4389.1638,4880.0718,8899.567,5343.176556,5877.494212,8366.2624,6946.129523,23329.19334,5292.733334,26283.02335,6375.965471
202,,,,,BRONCHITIS & ASTHMA W CC/MCC,0.9589,3,3.8,6888.373218,6888.373218,6291.3429,5658.4689,5658.4689,5658.4689,5658.4689,6291.3429,11473.2385,6888.373218,7577.21054,10785.7072,8954.885183,27001.49623,6562.730398,33699.40128,7608.085792
203,,,,,BRONCHITIS & ASTHMA W/O CC/MCC,0.6993,2.3,2.8,5023.505466,5023.505466,4588.1073,4126.5693,4126.5693,4126.5693,4126.5693,4588.1073,8367.1245,5023.505466,5525.856013,7865.7264,6530.557106,18677.59162,5153.790393,24971.69118,6048.433971
204,,,,,RESPIRATORY SIGNS & SYMPTOMS,0.8079,2.2,2.8,5803.646598,5803.646598,5300.6319,4767.4179,4767.4179,4767.4179,4767.4179,5300.6319,9666.5235,5803.646598,6384.011258,9087.2592,7544.740577,29275.80267,5634.842667,29961.74942,6760.562734
205,,,,,OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,1.6833,4.2,5.8,12092.18755,12092.18755,11044.1313,9933.1533,9933.1533,9933.1533,9933.1533,11044.1313,20140.6845,12092.18755,13301.4063,18933.7584,15719.84381,40899.91954,10860.32777,54666.6473,13503.06931
206,,,,,OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,0.8912,2.5,3.2,6402.042144,6402.042144,5847.1632,5258.9712,5258.9712,5258.9712,5258.9712,5847.1632,10663.208,6402.042144,7042.246358,10024.2176,8322.654787,34697.06619,6420.501455,32814.51686,7619.059619
207,,,,,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT >96 HOURS,5.7485,12,14.1,41295.03957,41295.03957,37715.9085,33921.8985,33921.8985,33921.8985,33921.8985,37715.9085,68780.8025,41295.03957,45424.54353,64659.128,53683.55144,153099.994,37543.61122,186879.8428,42237.88407
208,,,,,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,2.4829,4.9,6.8,17836.2101,17836.2101,16290.3069,14651.5929,14651.5929,14651.5929,14651.5929,16290.3069,29707.8985,17836.2101,19619.83111,27927.6592,23187.07313,74074.00555,15998.45955,87264.38488,18529.06856
215,Surgery,,,,OTHER HEART ASSIST SYSTEM IMPLANT,9.0736,4.9,7.9,65181.29443,65181.29443,59531.8896,53543.3136,53543.3136,53543.3136,53543.3136,59531.8896,108565.624,65181.29443,71699.42388,102059.8528,84735.68276,267385.5975,89012.11518,326395.4971,95810.41584
216,Surgery,,,,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,10.2194,14.1,16.4,73412.28623,73412.28623,67049.4834,60304.6794,60304.6794,60304.6794,60304.6794,67049.4834,122275.121,73412.28623,80753.51485,114947.8112,95435.9721,283278.1744,72145.35466,378743.627,83012.68658
217,Surgery,,,,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC,6.9849,8.9,10,50176.86734,50176.86734,45827.9289,41217.8949,41217.8949,41217.8949,41217.8949,45827.9289,83574.3285,50176.86734,55194.55407,78566.1552,65229.92754,211982.8351,42773.81334,250804.4196,51947.30894
218,Surgery,,,,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W/O CC/MCC,5.5351,6.5,7.3,39762.05506,39762.05506,36315.7911,32662.6251,32662.6251,32662.6251,32662.6251,36315.7911,66227.4715,39762.05506,43738.26057,62258.8048,51690.67158,,,199638.5549,44983.53283
219,Surgery,,,,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,8.2853,9.5,11.6,59518.44679,59518.44679,54359.8533,48891.5553,48891.5553,48891.5553,48891.5553,54359.8533,99133.6145,59518.44679,65470.29146,93193.0544,77373.98082,223315.6632,56570.48544,299638.5829,67279.02372
220,Surgery,,,,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,5.552,6.3,7,39883.45824,39883.45824,36426.672,32762.352,32762.352,32762.352,32762.352,36426.672,66429.68,39883.45824,43871.80406,62448.896,51848.49571,149751.6774,35274.876,201820.1851,43455.14235
221,Surgery,,,,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,4.6609,4.7,5.1,33482.13446,33482.13446,30580.1649,27503.9709,27503.9709,27503.9709,27503.9709,30580.1649,55767.6685,33482.13446,36830.3479,52425.8032,43526.7748,154527.5141,30560.14963,166330.9631,36310.55297
222,Surgery,,,,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC,8.4522,9.8,11.8,60717.39296,60717.39296,55454.8842,49876.4322,49876.4322,49876.4322,49876.4322,55454.8842,101130.573,60717.39296,66789.13226,95070.3456,78932.61085,284160.24,60873.38666,310313.628,69776.15605
223,Surgery,,,,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W/O MCC,6.3407,5.2,6.3,45549.17933,45549.17933,41601.3327,37416.4707,37416.4707,37416.4707,37416.4707,41601.3327,75866.4755,45549.17933,50104.09727,71320.1936,59213.93313,,,220137.5977,51239.9432
224,Surgery,,,,CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W MCC,7.538,7.7,9.5,54150.12756,54150.12756,49456.818,44481.738,44481.738,44481.738,44481.738,49456.818,90192.17,54150.12756,59565.14032,84787.424,70395.16583,214377.9809,50728.17044,276128.1115,60477.46227
